transaction_id,user_id,txn_date,txn_time,merchant_name,merchant_gstin,merchant_category,payment_mode,txn_amount,avg_monthly_amount,txn_location,state,is_business_account,gst_applicable,gst_rate,it_section,income_type,weekday,hour_of_day,previous_txn_gap_minutes,merchant_txn_frequency,monthly_total_amount,account_balance_after_txn,deviation_from_avg,anomaly_label
TXN202503898,U394,2025-08-17,03:42:58,Food Store 179,34YMVYU5260V1ZE,Food,UPI,132617.23,84350.42,City89,Maharashtra,False,True,18.0,80C,Salary,Sunday,3,117,35,103719.68,578611.96,48266.81000000001,1
TXN202503899,U467,2025-04-08,21:21:01,Electronics Store 292,93UJDFY2114H1ZJ,Electronics,NetBanking,69535.73,70157.06,City30,Punjab,True,True,18.0,10A,Business,Tuesday,21,115,10,37658.6,610865.64,-621.3300000000017,0
TXN202503900,U476,2025-09-24,17:47:01,Travel Store 428,94FHBTK2372W1ZZ,Travel,Cash,406352.99,87024.52,City89,Punjab,True,True,18.0,80C,Salary,Wednesday,17,92,1,172416.24,371357.17,319328.47,1
TXN202503901,U471,2025-06-16,21:19:10,Salary Store 342,19CKNMP5745A1ZD,Salary,CreditCard,109085.14,81249.56,City28,West Bengal,True,False,0.0,10A,CapitalGain,Monday,21,12,49,481024.13,460178.77,27835.58,0
TXN202503902,U178,2025-01-28,16:16:20,Electronics Store 345,30FIFHC4278N1ZC,Electronics,CreditCard,13910.14,3368.84,City49,Tamil Nadu,True,True,18.0,80C,Salary,Tuesday,16,7,5,404980.79,118946.66,10541.3,1
TXN202503903,U458,2025-02-13,17:10:09,Groceries Store 107,93YKZBK9762L1ZA,Groceries,CreditCard,297620.43,84755.37,City15,Delhi,False,True,18.0,80C,CapitalGain,Thursday,17,41,40,22840.11,922435.56,212865.06,1
TXN202503904,U221,2025-03-30,06:53:17,Electronics Store 58,68THHSU8830V1ZF,Electronics,CreditCard,235100.07,84202.93,City67,Delhi,True,True,18.0,10A,CapitalGain,Sunday,6,102,45,3291.94,122532.04,150897.14,0
TXN202503905,U264,2025-04-13,11:55:10,Insurance Store 182,98OEXWS8362X1ZJ,Insurance,UPI,106063.3,40904.04,City66,Punjab,True,True,18.0,24B,CapitalGain,Sunday,11,120,41,258916.89,96630.89,65159.26,0
TXN202503906,U276,2025-04-25,16:07:38,Travel Store 265,84NRWCT1486W1ZA,Travel,CreditCard,293329.46,83890.98,City8,Karnataka,True,True,18.0,10A,CapitalGain,Friday,16,46,25,57237.83,453919.1,209438.48000000004,1
TXN202503907,U265,2025-01-06,04:52:36,Food Store 169,66NLFDM2176Y1ZS,Food,NetBanking,126314.04,73783.9,City74,Gujarat,True,True,18.0,80C,CapitalGain,Monday,4,59,21,248049.24,617452.34,52530.14,1
TXN202503908,U506,2025-09-22,07:39:11,Electronics Store 271,71CWTMO7019D1ZJ,Electronics,NetBanking,36471.22,33433.14,City77,Maharashtra,True,True,18.0,24B,CapitalGain,Monday,7,64,25,213257.93,116109.37,3038.0800000000017,0
TXN202503909,U278,2025-08-12,06:08:26,Entertainment Store 407,95REKYG3570B1ZA,Entertainment,Cash,70331.58,21679.21,City3,Gujarat,True,True,18.0,10A,Salary,Tuesday,6,5,9,432092.79,879156.24,48652.37,1
TXN202503910,U566,2025-07-20,03:36:12,Groceries Store 267,97GENJK7685Y1ZL,Groceries,Cash,7494.29,16147.51,City22,Rajasthan,False,True,18.0,24B,CapitalGain,Sunday,3,117,2,450127.59,540305.95,-8653.220000000001,1
TXN202503911,U432,2025-05-26,01:24:29,Salary Store 455,53ZUSPA6502L1ZT,Salary,NetBanking,96139.08,31126.45,City8,Gujarat,True,False,0.0,80D,Business,Monday,1,102,16,149160.74,795457.52,65012.630000000005,1
TXN202503912,U512,2025-09-03,05:08:18,Banking Store 305,57TXPKW2242S1ZN,Banking,Cash,313260.56,77305.67,City16,Gujarat,False,True,18.0,10A,Salary,Wednesday,5,33,29,133473.46,599469.33,235954.89,1
TXN202503913,U297,2025-07-27,10:18:22,Utilities Store 229,10ITHDS3380Y1ZH,Utilities,UPI,277505.77,94914.15,City58,Karnataka,True,True,18.0,80C,Business,Sunday,10,3,29,427363.85,131888.29,182591.62000000002,0
TXN202503914,U109,2025-01-13,16:26:10,Travel Store 291,28WQJPK8664T1ZU,Travel,NetBanking,138356.16,65813.63,City44,Maharashtra,True,True,18.0,10A,Business,Monday,16,45,18,370022.19,156904.55,72542.53,0
TXN202503915,U454,2025-04-07,10:28:37,Groceries Store 493,72NCPCT6412U1ZP,Groceries,Cash,8583.09,19695.75,City65,Telangana,True,True,18.0,24B,Salary,Monday,10,15,39,436650.73,427684.06,-11112.66,0
TXN202503916,U200,2025-03-29,20:14:04,Rent Store 166,78BPAVF2876W1ZZ,Rent,CreditCard,263890.14,75831.46,City78,Tamil Nadu,False,False,0.0,24B,Salary,Saturday,20,49,22,84990.83,26420.97,188058.68,1
TXN202503917,U574,2025-08-06,11:41:43,Groceries Store 222,98CUZXT9866Y1ZP,Groceries,UPI,67922.69,13867.95,City23,Punjab,True,True,18.0,80D,CapitalGain,Wednesday,11,92,43,265121.63,744680.52,54054.740000000005,1
TXN202503918,U519,2025-06-21,07:18:17,Entertainment Store 92,98TQCMG5067F1ZZ,Entertainment,NetBanking,11377.28,39869.8,City23,Telangana,False,True,18.0,24B,Salary,Saturday,7,118,25,393957.57,356180.92,-28492.520000000004,0
TXN202503919,U560,2025-04-13,06:23:11,Utilities Store 68,88CUISS2685T1ZL,Utilities,CreditCard,4154.95,841.2,City98,Tamil Nadu,False,True,18.0,80D,Salary,Sunday,6,53,32,309403.19,828542.12,3313.75,1
TXN202503920,U404,2025-03-25,18:58:51,Rent Store 337,38MUJUZ2032P1ZS,Rent,UPI,96957.59,40105.19,City9,Telangana,True,False,0.0,80C,Salary,Tuesday,18,30,3,499003.97,938929.59,56852.399999999994,0
TXN202503921,U239,2025-07-09,17:11:01,Electronics Store 157,61TNBXK5361U1ZE,Electronics,CreditCard,149507.21,64746.2,City97,Telangana,False,True,18.0,24B,Business,Wednesday,17,101,11,272679.44,318072.03,84761.01,0
TXN202503922,U309,2025-08-25,06:28:23,Electronics Store 142,99XOAJZ5982O1ZR,Electronics,Cash,170766.14,57621.67,City97,West Bengal,False,True,18.0,10A,Salary,Monday,6,79,42,173364.53,792649.41,113144.47000000002,0
TXN202503923,U381,2025-09-14,05:23:20,Food Store 213,22FNHUY2009A1ZZ,Food,NetBanking,51964.44,47113.03,City47,West Bengal,False,True,18.0,10A,Business,Sunday,5,32,43,71856.39,767661.95,4851.4100000000035,1
TXN202503924,U163,2025-03-21,03:31:12,Insurance Store 293,81NJIWM1519Q1ZJ,Insurance,CreditCard,15812.86,28396.08,City31,Telangana,True,True,18.0,24B,Business,Friday,3,98,34,249840.24,619221.18,-12583.220000000001,1
TXN202503925,U508,2025-04-25,03:10:59,Salary Store 377,19NQLXO8745Z1ZD,Salary,CreditCard,199472.98,56913.72,City26,Gujarat,True,False,0.0,24B,Salary,Friday,3,97,31,497461.3,926690.24,142559.26,1
TXN202503926,U356,2025-07-09,08:59:37,Food Store 159,92CELAK6997M1ZB,Food,NetBanking,217680.58,49787.39,City4,Rajasthan,False,True,18.0,24B,Salary,Wednesday,8,35,14,330188.5,657778.75,167893.19,1
TXN202503927,U265,2025-04-19,22:57:48,Insurance Store 378,66XSJFJ9318Q1ZO,Insurance,UPI,14137.19,38473.53,City46,Maharashtra,True,True,18.0,24B,Business,Saturday,22,15,44,286419.63,306369.2,-24336.339999999997,0
TXN202503928,U112,2025-08-26,21:31:12,Electronics Store 266,32VQBAE2683L1ZD,Electronics,UPI,257904.25,61631.68,City30,Tamil Nadu,False,True,18.0,10A,CapitalGain,Tuesday,21,46,17,306296.01,197873.23,196272.57,1
TXN202503929,U520,2025-02-20,15:47:24,Travel Store 116,25UJFUY2892J1ZZ,Travel,UPI,81086.38,48934.86,City43,Tamil Nadu,False,True,18.0,80D,Business,Thursday,15,66,45,209133.66,882194.55,32151.520000000004,0
TXN202503930,U342,2025-05-08,05:45:43,Salary Store 292,76XAQDQ7902N1ZI,Salary,CreditCard,179015.81,86575.74,City3,Tamil Nadu,True,False,0.0,80C,CapitalGain,Thursday,5,80,16,346686.25,33940.23,92440.06999999999,1
TXN202503931,U209,2025-05-28,11:10:52,Insurance Store 196,26JBGNX6404X1ZJ,Insurance,CreditCard,181563.57,69636.35,City74,Karnataka,False,True,18.0,24B,Salary,Wednesday,11,81,43,20592.12,320083.34,111927.22,0
TXN202503932,U242,2025-01-16,03:09:30,Entertainment Store 20,80SBBGH7088A1ZK,Entertainment,Cash,269207.17,62927.17,City18,Tamil Nadu,True,True,18.0,10A,CapitalGain,Thursday,3,94,15,140767.15,632946.35,206280.0,1
TXN202503933,U316,2025-03-09,15:02:00,Rent Store 52,20UXGFQ7313U1ZR,Rent,Cash,154853.08,74567.16,City53,Tamil Nadu,True,False,0.0,10A,CapitalGain,Sunday,15,54,13,68374.22,247664.21,80285.91999999998,0
TXN202503934,U390,2025-07-17,21:23:58,Insurance Store 32,81ADJQB2054Q1ZP,Insurance,NetBanking,94951.15,23286.28,City87,Punjab,True,True,18.0,80C,CapitalGain,Thursday,21,46,4,182722.87,93192.25,71664.87,1
TXN202503935,U506,2025-09-02,20:16:17,Entertainment Store 371,26VYRRV9142C1ZS,Entertainment,UPI,8201.15,10426.74,City32,Tamil Nadu,True,True,18.0,80C,Business,Tuesday,20,114,6,410260.68,296763.02,-2225.59,0
TXN202503936,U543,2025-08-17,16:54:39,Entertainment Store 166,30DZHNL6859U1ZF,Entertainment,CreditCard,57145.15,56278.49,City18,Delhi,True,True,18.0,80D,Salary,Sunday,16,64,22,79460.74,966618.12,866.6600000000035,0
TXN202503937,U151,2025-04-16,08:36:16,Banking Store 360,19CVOUM1255D1ZG,Banking,NetBanking,147344.97,75951.88,City67,West Bengal,False,True,18.0,10A,Business,Wednesday,8,104,33,143425.91,833872.61,71393.09,0
TXN202503938,U167,2025-08-09,15:48:51,Entertainment Store 81,11AFAMG5767A1ZG,Entertainment,CreditCard,7558.68,2085.5,City72,Rajasthan,False,True,18.0,10A,Salary,Saturday,15,68,50,123227.76,513387.68,5473.18,1
TXN202503939,U321,2025-09-13,15:51:44,Utilities Store 63,19ZHFER5789E1ZX,Utilities,NetBanking,20097.38,5967.77,City50,Karnataka,False,True,18.0,80D,CapitalGain,Saturday,15,9,26,77624.0,569321.98,14129.61,1
TXN202503940,U258,2025-05-18,12:37:00,Utilities Store 401,71PIPHR3053G1ZT,Utilities,Cash,259052.57,79715.48,City30,Telangana,True,True,18.0,24B,Business,Sunday,12,110,30,449126.22,124885.87,179337.09000000003,1
TXN202503941,U143,2025-01-07,13:52:24,Groceries Store 279,23VIUPR9467J1ZJ,Groceries,Cash,269268.56,61054.23,City76,Gujarat,False,True,18.0,80C,Salary,Tuesday,13,84,47,444841.79,657367.22,208214.33,1
TXN202503942,U195,2025-03-22,15:07:16,Electronics Store 337,45KMXFF3383N1ZR,Electronics,CreditCard,154840.33,38846.48,City98,Karnataka,False,True,18.0,24B,Business,Saturday,15,83,37,268102.35,410034.7,115993.84999999998,1
TXN202503943,U264,2025-02-11,03:40:49,Electronics Store 487,41CYAZY7583S1ZR,Electronics,CreditCard,418830.84,96143.65,City79,West Bengal,True,True,18.0,24B,Business,Tuesday,3,16,49,218146.01,786342.11,322687.19000000006,1
TXN202503944,U288,2025-07-18,08:43:34,Electronics Store 67,63DOXDK1540M1ZX,Electronics,Cash,44505.44,14699.99,City91,Gujarat,False,True,18.0,10A,Business,Friday,8,97,48,63910.1,563477.59,29805.450000000004,1
TXN202503945,U511,2025-09-16,12:50:38,Groceries Store 326,72PRTZC5877B1ZS,Groceries,NetBanking,125585.37,84013.25,City17,Telangana,True,True,18.0,80D,CapitalGain,Tuesday,12,78,26,11572.75,194602.86,41572.119999999995,0
TXN202503946,U340,2025-03-04,18:30:01,Rent Store 61,97VUQUB4768M1ZP,Rent,Cash,198203.25,64209.52,City94,Rajasthan,True,False,0.0,10A,CapitalGain,Tuesday,18,64,45,206377.62,807879.19,133993.73,1
TXN202503947,U303,2025-07-25,19:33:54,Rent Store 234,29RSQKF7223U1ZP,Rent,Cash,67211.38,31468.32,City63,Kerala,False,False,0.0,80C,CapitalGain,Friday,19,95,14,79231.91,61109.05,35743.060000000005,0
TXN202503948,U143,2025-08-05,08:41:21,Banking Store 85,62OMGGS2517C1ZU,Banking,CreditCard,82371.69,23862.64,City26,Telangana,True,True,18.0,80C,CapitalGain,Tuesday,8,98,15,331673.13,37379.27,58509.05,1
TXN202503949,U502,2025-08-04,03:08:30,Electronics Store 87,30HNSKA2293B1ZK,Electronics,Cash,279089.41,80854.34,City73,Gujarat,True,True,18.0,10A,Salary,Monday,3,27,18,232424.03,683486.36,198235.06999999998,1
TXN202503950,U550,2025-05-21,11:50:59,Banking Store 87,49CPUAK4817X1ZH,Banking,CreditCard,132956.88,47703.86,City4,Karnataka,False,True,18.0,24B,Business,Wednesday,11,69,45,290878.82,161197.42,85253.02,0
TXN202503951,U180,2025-04-16,02:18:42,Entertainment Store 109,89TOQFW1858K1ZB,Entertainment,CreditCard,60171.74,30128.78,City98,Karnataka,True,True,18.0,80D,Business,Wednesday,2,23,10,383260.29,521776.42,30042.96,1
TXN202503952,U218,2025-09-28,20:54:41,Electronics Store 76,23BXYEX9890V1ZN,Electronics,Cash,80187.91,61233.47,City25,Rajasthan,False,True,18.0,10A,CapitalGain,Sunday,20,64,22,103960.92,493139.02,18954.440000000002,0
TXN202503953,U361,2025-06-11,13:13:01,Electronics Store 60,41QQUEH4153M1ZO,Electronics,NetBanking,35087.09,11017.45,City27,Tamil Nadu,False,True,18.0,80C,Salary,Wednesday,13,95,19,365441.59,545415.4,24069.639999999996,1
TXN202503954,U531,2025-09-01,12:34:20,Entertainment Store 499,25GSFTN1621S1ZH,Entertainment,NetBanking,111277.47,68548.15,City73,West Bengal,True,True,18.0,10A,CapitalGain,Monday,12,11,17,155567.89,20080.32,42729.32000000001,0
TXN202503955,U235,2025-03-19,09:34:48,Insurance Store 96,48PRLFI4077S1ZE,Insurance,Cash,133421.08,26926.67,City82,West Bengal,False,True,18.0,80D,Business,Wednesday,9,29,31,290955.48,905611.42,106494.40999999999,1
TXN202503956,U311,2025-02-26,10:00:25,Banking Store 388,59WJTPZ7406M1ZN,Banking,UPI,99043.96,42169.13,City7,Karnataka,False,True,18.0,10A,Salary,Wednesday,10,52,34,380106.29,110277.26,56874.83000000001,0
TXN202503957,U298,2025-07-09,22:39:05,Electronics Store 330,47RVNKS9126Q1ZQ,Electronics,UPI,44235.14,21545.75,City34,Gujarat,True,True,18.0,80D,Business,Wednesday,22,61,29,100085.56,477758.24,22689.39,0
TXN202503958,U111,2025-05-10,10:41:08,Entertainment Store 90,76PFRJY8668X1ZL,Entertainment,CreditCard,12507.23,40894.89,City8,Punjab,True,True,18.0,80C,Salary,Saturday,10,10,36,19490.13,340424.93,-28387.66,0
TXN202503959,U357,2025-07-07,04:43:11,Electronics Store 149,46ZCYCP1428Y1ZW,Electronics,CreditCard,99494.67,29185.4,City89,Karnataka,True,True,18.0,10A,Business,Monday,4,27,23,143803.07,972301.73,70309.26999999999,1
TXN202503960,U512,2025-05-11,10:10:25,Food Store 326,34RQAEL1095E1ZG,Food,CreditCard,25042.83,7001.74,City98,Kerala,False,True,18.0,24B,Salary,Sunday,10,48,19,462727.2,189555.23,18041.090000000004,1
TXN202503961,U555,2025-02-03,05:19:41,Insurance Store 8,72KQDQR2863D1ZE,Insurance,NetBanking,247714.85,79025.94,City27,Punjab,True,True,18.0,80D,CapitalGain,Monday,5,107,27,158700.31,485143.74,168688.91,1
TXN202503962,U500,2025-02-24,05:42:18,Rent Store 485,25JTUYU7804G1ZH,Rent,Cash,169847.85,65185.32,City54,Maharashtra,False,False,0.0,10A,CapitalGain,Monday,5,34,20,91833.89,989422.83,104662.53,1
TXN202503963,U252,2025-03-11,00:27:08,Banking Store 39,25EUHNT8827E1ZO,Banking,UPI,283391.62,60197.16,City98,Gujarat,False,True,18.0,10A,Business,Tuesday,0,26,29,54001.76,79494.76,223194.46,1
TXN202503964,U435,2025-08-29,21:56:59,Banking Store 473,19JBRQE8495V1ZG,Banking,CreditCard,108559.3,27398.71,City7,Gujarat,False,True,18.0,10A,Business,Friday,21,80,25,148937.19,272684.87,81160.59,1
TXN202503965,U462,2025-07-26,18:30:02,Travel Store 33,78WNQTK8901K1ZK,Travel,Cash,295972.36,66901.76,City2,Maharashtra,False,True,18.0,24B,Salary,Saturday,18,53,18,470540.43,1434.43,229070.59999999998,1
TXN202503966,U435,2025-03-24,10:50:55,Insurance Store 218,33JJJHA7445G1ZX,Insurance,CreditCard,38049.27,94772.09,City34,Gujarat,True,True,18.0,10A,CapitalGain,Monday,10,33,27,108805.83,301900.22,-56722.82,0
TXN202503967,U111,2025-07-26,11:58:57,Groceries Store 10,40CLBTA2039L1ZU,Groceries,NetBanking,12112.4,7207.81,City18,Rajasthan,True,True,18.0,80D,Salary,Saturday,11,3,44,366772.55,51984.49,4904.589999999999,0
TXN202503968,U332,2025-09-24,07:03:08,Salary Store 399,67ZNHGC6106P1ZG,Salary,CreditCard,19284.16,4627.01,City63,Kerala,False,False,0.0,24B,CapitalGain,Wednesday,7,59,20,175848.91,627442.88,14657.15,1
TXN202503969,U237,2025-01-10,22:32:46,Travel Store 171,46RBQDD5267J1ZC,Travel,Cash,245742.01,66745.95,City85,Delhi,True,True,18.0,10A,Business,Friday,22,107,23,362256.93,336335.76,178996.06,1
TXN202503970,U389,2025-01-19,02:24:00,Salary Store 237,77BZAPQ1573V1ZZ,Salary,Cash,17453.42,24916.62,City3,Telangana,False,False,0.0,80D,CapitalGain,Sunday,2,23,27,121083.11,880020.32,-7463.200000000001,1
TXN202503971,U365,2025-06-21,20:54:42,Rent Store 293,66NENZG7986V1ZG,Rent,Cash,55765.05,16906.95,City87,Gujarat,True,False,0.0,24B,Business,Saturday,20,58,9,307323.64,508478.77,38858.100000000006,1
TXN202503972,U548,2025-08-18,17:27:03,Groceries Store 161,12ZWMUJ5491V1ZS,Groceries,UPI,62127.88,91735.64,City68,West Bengal,False,True,18.0,80D,Salary,Monday,17,30,32,237979.67,9299.09,-29607.760000000002,0
TXN202503973,U131,2025-01-19,19:00:20,Rent Store 387,10XVYTK1807G1ZB,Rent,Cash,90618.65,63602.7,City15,Delhi,True,False,0.0,24B,Salary,Sunday,19,114,41,296125.37,294103.71,27015.949999999997,0
TXN202503974,U414,2025-04-01,20:22:42,Banking Store 338,76PUJRL6019S1ZD,Banking,Cash,352391.34,81861.45,City83,Telangana,False,True,18.0,80D,CapitalGain,Tuesday,20,55,28,125046.48,119527.69,270529.89,1
TXN202503975,U102,2025-04-20,13:38:10,Insurance Store 291,55LGPCC9034L1ZQ,Insurance,CreditCard,33485.31,36188.75,City45,Gujarat,True,True,18.0,10A,CapitalGain,Sunday,13,99,5,249990.1,958991.9,-2703.4400000000023,0
TXN202503976,U532,2025-05-03,00:50:59,Rent Store 99,61OBPJF4558I1ZB,Rent,UPI,82309.23,44345.7,City65,Karnataka,False,False,0.0,10A,Business,Saturday,0,8,31,241707.32,691622.77,37963.53,1
TXN202503977,U576,2025-06-23,08:38:22,Banking Store 401,64BWSHZ6791I1ZP,Banking,NetBanking,50878.36,25828.55,City88,Maharashtra,True,True,18.0,24B,Business,Monday,8,105,27,70576.54,364397.69,25049.81,0
TXN202503978,U520,2025-07-22,14:07:28,Utilities Store 482,66LBEXY1846Z1ZE,Utilities,UPI,216517.82,65865.02,City60,West Bengal,True,True,18.0,80C,Business,Tuesday,14,5,1,390006.79,397796.26,150652.8,1
TXN202503979,U410,2025-01-07,03:27:57,Salary Store 370,24MCWHR5546L1ZF,Salary,CreditCard,24531.09,46048.88,City90,West Bengal,True,False,0.0,80D,Salary,Tuesday,3,88,41,137152.37,176827.16,-21517.789999999997,1
TXN202503980,U551,2025-07-26,00:38:44,Salary Store 262,40SHVQT3776R1ZZ,Salary,UPI,277719.62,77075.59,City21,Gujarat,False,False,0.0,10A,Business,Saturday,0,112,31,29728.36,192190.68,200644.03,1
TXN202503981,U372,2025-06-26,19:52:56,Salary Store 384,15EJJZP9124N1ZC,Salary,Cash,27464.56,51631.6,City82,Delhi,False,False,0.0,80D,Business,Thursday,19,3,12,493718.84,526144.4,-24167.039999999997,0
TXN202503982,U438,2025-09-08,03:29:54,Travel Store 11,44VYSXO8164S1ZK,Travel,UPI,111884.9,49521.29,City69,Telangana,True,True,18.0,80D,Salary,Monday,3,2,38,496691.22,729184.67,62363.60999999999,1
TXN202503983,U515,2025-09-16,01:56:46,Entertainment Store 469,78OVACV7632Q1ZT,Entertainment,CreditCard,195470.59,40032.55,City6,Rajasthan,False,True,18.0,80D,CapitalGain,Tuesday,1,50,3,464190.24,944495.69,155438.03999999998,1
TXN202503984,U455,2025-05-02,23:25:02,Banking Store 285,34NOOUD2939I1ZP,Banking,CreditCard,71255.26,30677.26,City23,Telangana,False,True,18.0,10A,Business,Friday,23,7,4,345019.63,785727.73,40578.0,0
TXN202503985,U185,2025-01-04,00:13:34,Rent Store 495,82IKNZQ7122F1ZM,Rent,UPI,21528.05,6630.47,City84,Tamil Nadu,True,False,0.0,80C,CapitalGain,Saturday,0,8,33,146731.16,961448.33,14897.579999999998,1
TXN202503986,U335,2025-03-01,18:47:44,Electronics Store 316,55FIMLH3555R1ZV,Electronics,NetBanking,62874.26,18617.75,City84,Karnataka,True,True,18.0,80C,Salary,Saturday,18,73,49,165242.95,907616.97,44256.51,1
TXN202503987,U198,2025-05-07,07:06:56,Food Store 489,87ZBIZO2360L1ZU,Food,CreditCard,3554.65,833.17,City13,Punjab,False,True,18.0,80C,CapitalGain,Wednesday,7,115,30,312838.99,1084.38,2721.48,1
TXN202503988,U161,2025-03-15,02:28:31,Salary Store 413,64WDKBA8716B1ZR,Salary,Cash,351767.34,99859.74,City24,Karnataka,False,False,0.0,80C,Business,Saturday,2,43,21,149970.89,733449.52,251907.60000000003,1
TXN202503989,U243,2025-03-26,12:53:25,Groceries Store 500,35IEWHT7740Y1ZD,Groceries,Cash,140030.22,54884.73,City91,Gujarat,False,True,18.0,80C,Business,Wednesday,12,2,48,47847.15,47685.09,85145.48999999999,0
TXN202503990,U212,2025-01-16,17:50:23,Rent Store 488,60LYEIK5251E1ZU,Rent,UPI,168030.8,41111.92,City31,Karnataka,False,False,0.0,24B,Salary,Thursday,17,58,21,389795.3,408871.93,126918.87999999999,1
TXN202503991,U418,2025-06-12,07:30:05,Utilities Store 263,61NTWES6466J1ZW,Utilities,UPI,276922.0,87589.6,City92,Punjab,True,True,18.0,80C,Business,Thursday,7,52,41,152810.21,48144.43,189332.4,1
TXN202503992,U447,2025-04-24,04:52:26,Groceries Store 479,62AUVOS9899O1ZZ,Groceries,UPI,74584.13,15438.23,City88,Delhi,False,True,18.0,80C,CapitalGain,Thursday,4,58,48,149513.3,656934.15,59145.90000000001,1
TXN202503993,U412,2025-07-13,18:38:44,Rent Store 127,48YNKAT2586X1ZP,Rent,CreditCard,11746.54,3583.32,City93,Delhi,False,False,0.0,10A,Salary,Sunday,18,3,43,385932.55,204012.06,8163.220000000001,1
TXN202503994,U312,2025-09-16,03:42:05,Insurance Store 78,60TRIZC5512Q1ZL,Insurance,CreditCard,94413.23,72669.75,City27,Karnataka,False,True,18.0,10A,Business,Tuesday,3,22,27,83723.3,883279.52,21743.479999999996,1
TXN202503995,U482,2025-01-30,15:13:26,Electronics Store 195,58UHPSJ4806Q1ZN,Electronics,CreditCard,49269.7,24146.65,City63,Telangana,False,True,18.0,10A,Business,Thursday,15,102,14,254029.78,450959.68,25123.049999999996,0
TXN202503996,U292,2025-09-10,08:58:31,Rent Store 262,35GSIWU5674A1ZK,Rent,CreditCard,53432.72,35136.04,City26,Kerala,True,False,0.0,80D,Salary,Wednesday,8,76,23,274352.48,371681.6,18296.68,0
TXN202503997,U549,2025-07-18,16:27:15,Banking Store 184,36CNEHZ9722M1ZZ,Banking,NetBanking,97009.19,26899.14,City1,Kerala,False,True,18.0,80C,Salary,Friday,16,54,35,340077.73,570185.81,70110.05,1
TXN202503998,U411,2025-02-17,19:31:05,Utilities Store 151,36MRVFB5694K1ZE,Utilities,UPI,56965.65,60797.09,City77,Gujarat,False,True,18.0,80D,CapitalGain,Monday,19,12,20,70613.41,248471.23,-3831.439999999995,0
TXN202503999,U284,2025-05-10,15:32:54,Banking Store 198,95MTSKO6220R1ZC,Banking,NetBanking,18886.12,6260.13,City54,West Bengal,False,True,18.0,80C,Business,Saturday,15,83,41,93272.3,1399.46,12625.989999999998,1
TXN202504000,U505,2025-08-08,07:35:42,Utilities Store 465,37RZQUT8176O1ZJ,Utilities,UPI,190746.3,56603.46,City31,Telangana,True,True,18.0,80D,Business,Friday,7,83,20,415790.65,657271.07,134142.84,1
TXN202504001,U231,2025-09-01,15:33:54,Rent Store 19,93KVPHT1963I1ZP,Rent,CreditCard,74278.26,34053.61,City44,West Bengal,False,False,0.0,10A,Business,Monday,15,33,16,428383.56,931576.99,40224.649999999994,0
TXN202504002,U216,2025-03-10,17:33:40,Utilities Store 271,19RGCAS9236Q1ZS,Utilities,CreditCard,101387.63,50349.32,City91,Karnataka,False,True,18.0,10A,Business,Monday,17,114,36,383833.27,512061.05,51038.310000000005,0
TXN202504003,U286,2025-07-20,06:53:31,Electronics Store 362,49WYISF4372P1ZP,Electronics,NetBanking,198566.22,45388.25,City20,Kerala,True,True,18.0,80C,CapitalGain,Sunday,6,92,29,85780.51,373766.37,153177.97,1
TXN202504004,U307,2025-04-13,08:57:37,Travel Store 196,97XXUKD9123P1ZN,Travel,Cash,274479.16,81457.62,City10,Delhi,False,True,18.0,80D,Business,Sunday,8,11,45,150020.11,907992.91,193021.53999999998,1
TXN202504005,U398,2025-03-06,16:23:44,Salary Store 149,36SWVPO4918Y1ZR,Salary,Cash,116097.09,45257.52,City85,Karnataka,False,False,0.0,80D,CapitalGain,Thursday,16,10,35,459531.74,977181.09,70839.57,0
TXN202504006,U149,2025-05-13,11:35:39,Groceries Store 496,49AHZOP9941D1ZD,Groceries,UPI,60328.12,45029.03,City83,Telangana,True,True,18.0,80D,Salary,Tuesday,11,119,3,229951.28,543168.5,15299.090000000004,0
TXN202504007,U340,2025-05-02,13:04:32,Insurance Store 420,72SYFVG4465F1ZR,Insurance,UPI,62313.61,12467.03,City6,Delhi,True,True,18.0,80C,Business,Friday,13,116,9,295570.86,902164.73,49846.58,1
TXN202504008,U134,2025-02-16,02:25:31,Banking Store 211,31WRVVQ2386I1ZE,Banking,CreditCard,235066.54,79755.6,City59,Punjab,True,True,18.0,10A,Business,Sunday,2,104,10,274049.42,469600.71,155310.94,1
TXN202504009,U120,2025-02-07,03:54:51,Rent Store 100,59XHHXI7222F1ZX,Rent,NetBanking,24447.65,6959.76,City34,Delhi,False,False,0.0,10A,Business,Friday,3,66,33,385986.7,697548.19,17487.89,1
TXN202504010,U103,2025-01-03,21:53:50,Insurance Store 28,81QPAOK6290M1ZV,Insurance,NetBanking,207634.72,87135.6,City35,Rajasthan,True,True,18.0,80C,Salary,Friday,21,28,43,354672.53,403419.15,120499.12,0
TXN202504011,U239,2025-04-27,15:07:51,Food Store 234,91UFZFS8042C1ZR,Food,UPI,191808.03,53711.22,City88,Maharashtra,False,True,18.0,10A,Business,Sunday,15,15,9,353734.32,216707.74,138096.81,1
TXN202504012,U261,2025-03-07,05:30:54,Utilities Store 390,62PMIMS1766H1ZI,Utilities,CreditCard,239425.77,86885.6,City4,Punjab,True,True,18.0,10A,CapitalGain,Friday,5,45,42,23157.44,804636.94,152540.16999999998,1
