total_income,salary_income,business_income,capital_gains,standard_deduction,hra_exemption,section_80c,section_80d,total_deductions,taxable_income,fiscal_year,true_tax
372555.16,371281.31,0.0,1273.84,50000,100000.0,0.0,0.0,150000.0,222555.16,2024,0.0
54517.74,52032.36,2485.38,0.0,50000,20812.94,0.0,10238.03,81050.97,0.0,2024,0.0
133493.98,120961.06,0.0,12532.93,50000,48384.42,7477.03,0.0,105861.45,27632.53,2023,0.0
124413.65,124413.65,0.0,0.0,50000,49765.46,0.0,0.0,99765.46,24648.19,2022,0.0
40378.18,40378.18,0.0,0.0,50000,16151.27,90169.41,0.0,156320.68,0.0,2024,0.0
21364.55,21364.55,0.0,0.0,50000,8545.82,0.0,24495.02,83040.84,0.0,2023,0.0
19452.44,19452.44,0.0,0.0,50000,7780.97,0.0,0.0,57780.97,0.0,2024,0.0
94936.82,94936.82,0.0,0.0,50000,37974.73,31251.34,0.0,119226.07,0.0,2023,0.0
47723.85,45416.75,2307.1,0.0,50000,18166.7,47368.91,23288.48,138824.09,0.0,2022,0.0
73623.63,73623.63,0.0,0.0,50000,29449.45,33437.83,0.0,112887.28,0.0,2023,0.0
189764.29,160090.63,29673.66,0.0,50000,64036.25,147743.01,0.0,261779.27,0.0,2024,0.0
48230.91,47802.32,428.59,0.0,50000,19120.93,117451.28,0.0,186572.21,0.0,2024,0.0
86109.06,82524.18,3584.88,0.0,50000,33009.67,0.0,4552.73,87562.4,0.0,2023,0.0
92883.64,92883.64,0.0,0.0,50000,37153.46,63592.43,1750.88,152496.76,0.0,2024,0.0
44892.26,42910.22,1982.05,0.0,50000,17164.09,0.0,7684.46,74848.55,0.0,2022,0.0
76482.36,76482.36,0.0,0.0,50000,30592.95,26946.45,0.0,107539.39,0.0,2024,0.0
46986.72,46986.72,0.0,0.0,50000,18794.69,0.0,20842.43,89637.12,0.0,2022,0.0
42862.5,42862.5,0.0,0.0,50000,17145.0,142231.06,0.0,209376.06,0.0,2023,0.0
61263.12,61263.12,0.0,0.0,50000,24505.25,131787.11,0.0,206292.35,0.0,2022,0.0
11873.95,11873.95,0.0,0.0,50000,4749.58,0.0,0.0,54749.58,0.0,2024,0.0
29059.26,29059.26,0.0,0.0,50000,11623.7,41735.19,20159.78,123518.68,0.0,2024,0.0
134410.24,119831.02,14579.21,0.0,50000,47932.41,33612.39,0.0,131544.8,2865.44,2023,0.0
124371.16,78769.63,0.0,45601.53,50000,31507.85,0.0,16371.39,97879.24,26491.92,2022,0.0
41420.25,41420.25,0.0,0.0,50000,16568.1,137524.59,0.0,204092.69,0.0,2024,0.0
19880.82,11317.52,0.0,8563.29,50000,4527.01,147735.64,0.0,202262.65,0.0,2023,0.0
124425.56,46670.33,77755.23,0.0,50000,18668.13,43610.13,10975.06,123253.32,1172.24,2023,0.0
92512.27,92512.27,0.0,0.0,50000,37004.91,113720.77,13779.12,214504.79,0.0,2024,0.0
15596.12,15107.05,0.0,489.07,50000,6042.82,617.97,0.0,56660.79,0.0,2022,0.0
102659.41,102659.41,0.0,0.0,50000,41063.77,123974.9,6307.68,221346.35,0.0,2023,0.0
106731.79,104069.72,0.0,2662.06,50000,41627.89,0.0,0.0,91627.89,15103.9,2023,0.0
45538.62,22448.79,0.0,23089.82,50000,8979.52,64788.77,0.0,123768.29,0.0,2024,0.0
42928.23,42928.23,0.0,0.0,50000,17171.29,0.0,2503.09,69674.39,0.0,2023,0.0
20853.54,20853.54,0.0,0.0,50000,8341.42,0.0,8565.28,66906.7,0.0,2023,0.0
41977.65,35249.95,6727.69,0.0,50000,14099.98,0.0,5598.72,69698.7,0.0,2022,0.0
210238.0,210238.0,0.0,0.0,50000,84095.2,0.0,10661.62,144756.82,65481.18,2023,0.0
112621.25,112621.25,0.0,0.0,50000,45048.5,0.0,0.0,95048.5,17572.75,2024,0.0
65218.49,61111.43,4107.06,0.0,50000,24444.57,66720.5,0.0,141165.07,0.0,2023,0.0
75746.83,75746.83,0.0,0.0,50000,30298.73,0.0,21620.03,101918.77,0.0,2022,0.0
30780.79,30780.79,0.0,0.0,50000,12312.32,44480.16,0.0,106792.48,0.0,2023,0.0
65542.21,65542.21,0.0,0.0,50000,26216.88,0.0,0.0,76216.88,0.0,2022,0.0
29853.68,29853.68,0.0,0.0,50000,11941.47,124899.89,6329.99,193171.36,0.0,2024,0.0
235495.46,188726.16,46769.31,0.0,50000,75490.46,66380.58,0.0,191871.04,43624.42,2022,0.0
29211.68,29211.68,0.0,0.0,50000,11684.67,0.0,15115.01,76799.68,0.0,2022,0.0
41607.63,41607.63,0.0,0.0,50000,16643.05,30087.6,21131.05,117861.71,0.0,2023,0.0
57041.73,57041.73,0.0,0.0,50000,22816.69,0.0,1712.57,74529.27,0.0,2023,0.0
106402.96,102393.11,4009.86,0.0,50000,40957.24,142648.13,1015.18,234620.56,0.0,2022,0.0
232443.19,231204.47,0.0,1238.72,50000,92481.79,37650.93,16430.33,196563.05,35880.14,2023,0.0
240238.48,238183.91,2054.57,0.0,50000,95273.57,126008.85,16652.41,287934.82,0.0,2024,0.0
16046.55,16046.55,0.0,0.0,50000,6418.62,63551.46,0.0,119970.08,0.0,2022,0.0
342242.04,342242.04,0.0,0.0,50000,100000.0,79291.17,35.54,229326.72,112915.32,2023,0.0
30162.23,30162.23,0.0,0.0,50000,12064.89,36888.99,18099.67,117053.55,0.0,2022,0.0
187967.49,187967.49,0.0,0.0,50000,75187.0,50946.8,7856.75,183990.55,3976.94,2022,0.0
67030.48,67030.48,0.0,0.0,50000,26812.19,6668.49,11100.97,94581.65,0.0,2024,0.0
131448.8,115681.73,15767.07,0.0,50000,46272.69,67825.94,0.0,164098.64,0.0,2022,0.0
18181.46,18181.46,0.0,0.0,50000,7272.58,115637.35,19980.97,192890.9,0.0,2022,0.0
46023.41,46023.41,0.0,0.0,50000,18409.36,0.0,0.0,68409.36,0.0,2022,0.0
60080.73,58588.39,0.0,1492.34,50000,23435.36,23873.85,0.0,97309.21,0.0,2023,0.0
124723.5,124723.5,0.0,0.0,50000,49889.4,44062.02,0.0,143951.42,0.0,2023,0.0
169149.22,156004.99,13144.23,0.0,50000,62402.0,119752.53,0.0,232154.52,0.0,2024,0.0
34066.6,34066.6,0.0,0.0,50000,13626.64,0.0,0.0,63626.64,0.0,2024,0.0
147767.11,144997.9,2769.21,0.0,50000,57999.16,0.0,0.0,107999.16,39767.95,2023,0.0
60421.88,41731.46,6768.34,11922.07,50000,16692.58,56157.42,18008.01,140858.01,0.0,2023,0.0
129933.74,119659.67,0.0,10274.07,50000,47863.87,20818.45,13211.71,131894.02,0.0,2023,0.0
79822.86,79822.86,0.0,0.0,50000,31929.14,60160.4,0.0,142089.54,0.0,2022,0.0
42515.78,41079.05,0.0,1436.73,50000,16431.62,60110.29,13592.41,140134.32,0.0,2024,0.0
124941.98,124941.98,0.0,0.0,50000,49976.79,47212.3,0.0,147189.1,0.0,2023,0.0
139485.4,113205.89,9421.05,16858.45,50000,45282.36,90050.8,10888.31,196221.47,0.0,2024,0.0
199404.23,199404.23,0.0,0.0,50000,79761.69,65342.97,0.0,195104.66,4299.57,2022,0.0
24359.31,24359.31,0.0,0.0,50000,9743.72,92381.27,0.0,152124.99,0.0,2023,0.0
31411.68,31411.68,0.0,0.0,50000,12564.67,0.0,0.0,62564.67,0.0,2024,0.0
12379.15,12379.15,0.0,0.0,50000,4951.66,39065.29,21685.89,115702.84,0.0,2023,0.0
128225.99,128225.99,0.0,0.0,50000,51290.4,102723.52,21158.58,225172.5,0.0,2022,0.0
91937.83,67061.77,24876.06,0.0,50000,26824.71,24319.79,0.0,101144.5,0.0,2023,0.0
164626.68,164626.68,0.0,0.0,50000,65850.67,35317.02,0.0,151167.7,13458.99,2023,0.0
144024.98,144024.98,0.0,0.0,50000,57609.99,60647.52,0.0,168257.51,0.0,2024,0.0
21658.93,20556.13,1102.8,0.0,50000,8222.45,31205.04,0.0,89427.49,0.0,2022,0.0
60175.04,60175.04,0.0,0.0,50000,24070.02,0.0,19554.88,93624.89,0.0,2022,0.0
22718.21,22718.21,0.0,0.0,50000,9087.28,136873.52,0.0,195960.8,0.0,2022,0.0
140782.86,132034.81,8748.04,0.0,50000,52813.92,26743.99,0.0,129557.91,11224.94,2023,0.0
342509.02,341079.26,1429.76,0.0,50000,100000.0,0.0,18523.9,168523.9,173985.13,2024,0.0
402554.55,402554.55,0.0,0.0,50000,100000.0,88331.7,0.0,238331.7,164222.85,2022,0.0
64869.56,64869.56,0.0,0.0,50000,25947.83,127515.57,8125.35,211588.74,0.0,2023,0.0
40348.67,40348.67,0.0,0.0,50000,16139.47,0.0,0.0,66139.47,0.0,2024,0.0
38102.64,38102.64,0.0,0.0,50000,15241.05,91642.77,24236.46,181120.28,0.0,2022,0.0
54568.71,54568.71,0.0,0.0,50000,21827.48,0.0,0.0,71827.48,0.0,2022,0.0
34715.53,34715.53,0.0,0.0,50000,13886.21,118254.45,0.0,182140.66,0.0,2022,0.0
36704.41,33196.6,0.0,3507.81,50000,13278.64,139843.89,23495.67,226618.19,0.0,2023,0.0
24714.5,24714.5,0.0,0.0,50000,9885.8,0.0,23054.87,82940.67,0.0,2023,0.0
57291.62,51912.17,5379.46,0.0,50000,20764.87,0.0,0.0,70764.87,0.0,2023,0.0
43137.79,43137.79,0.0,0.0,50000,17255.12,57485.45,0.0,124740.57,0.0,2024,0.0
416786.79,416786.79,0.0,0.0,50000,100000.0,33504.05,0.0,183504.05,233282.74,2023,0.0
32751.7,32751.7,0.0,0.0,50000,13100.68,5746.08,7097.96,75944.72,0.0,2022,0.0
73182.58,73182.58,0.0,0.0,50000,29273.03,0.0,0.0,79273.03,0.0,2022,0.0
63611.02,63611.02,0.0,0.0,50000,25444.41,58399.66,0.0,133844.07,0.0,2023,0.0
43041.77,39061.72,3980.05,0.0,50000,15624.69,0.0,0.0,65624.69,0.0,2023,0.0
373919.98,373919.98,0.0,0.0,50000,100000.0,50066.22,0.0,200066.22,173853.77,2023,0.0
60547.47,60547.47,0.0,0.0,50000,24218.99,0.0,2370.82,76589.8,0.0,2024,0.0
49307.72,49307.72,0.0,0.0,50000,19723.09,9939.01,7875.52,87537.62,0.0,2023,0.0
29179.44,29179.44,0.0,0.0,50000,11671.78,5114.68,0.0,66786.46,0.0,2024,0.0
39961.19,39961.19,0.0,0.0,50000,15984.48,128439.03,17743.38,212166.88,0.0,2022,0.0
117159.84,96265.27,17562.16,3332.4,50000,38506.11,23482.6,0.0,111988.71,5171.12,2023,0.0
45173.26,44646.35,526.91,0.0,50000,17858.54,0.0,0.0,67858.54,0.0,2022,0.0
165917.79,165917.79,0.0,0.0,50000,66367.12,0.0,0.0,116367.12,49550.68,2024,0.0
141829.75,137050.49,4779.26,0.0,50000,54820.2,147284.86,0.0,252105.05,0.0,2023,0.0
152274.5,152274.5,0.0,0.0,50000,60909.8,0.0,17674.2,128584.01,23690.5,2024,0.0
61774.85,61774.85,0.0,0.0,50000,24709.94,112991.51,0.0,187701.45,0.0,2024,0.0
89487.96,42730.84,46757.12,0.0,50000,17092.34,65101.71,0.0,132194.05,0.0,2022,0.0
35931.36,35931.36,0.0,0.0,50000,14372.54,89776.96,0.0,154149.5,0.0,2022,0.0
129872.6,129225.18,0.0,647.42,50000,51690.07,0.0,16589.72,118279.79,11592.81,2022,0.0
175809.63,165345.59,0.0,10464.04,50000,66138.24,0.0,23120.14,139258.37,36551.26,2023,0.0
58417.64,46629.29,11788.35,0.0,50000,18651.72,10446.22,0.0,79097.94,0.0,2024,0.0
128542.13,43810.48,0.0,84731.65,50000,17524.19,8771.89,14595.93,90892.01,37650.12,2023,0.0
57205.78,57205.78,0.0,0.0,50000,22882.31,110538.31,0.0,183420.62,0.0,2023,0.0
49045.6,49045.6,0.0,0.0,50000,19618.24,61673.5,12856.18,144147.91,0.0,2024,0.0
62317.66,58835.08,3482.58,0.0,50000,23534.03,26290.14,24122.35,123946.53,0.0,2023,0.0
25827.12,22467.17,0.0,3359.95,50000,8986.87,3078.38,0.0,62065.24,0.0,2023,0.0
71815.17,71815.17,0.0,0.0,50000,28726.07,116084.8,0.0,194810.87,0.0,2024,0.0
171246.06,148813.97,1407.52,21024.56,50000,59525.59,2505.91,5668.29,117699.79,53546.27,2022,0.0
36799.9,36799.9,0.0,0.0,50000,14719.96,32349.47,0.0,97069.43,0.0,2023,0.0
51856.95,35694.31,16162.64,0.0,50000,14277.72,139802.72,21689.61,225770.06,0.0,2022,0.0
60549.95,60549.95,0.0,0.0,50000,24219.98,0.0,22683.78,96903.76,0.0,2022,0.0
297341.86,297341.86,0.0,0.0,50000,100000.0,54068.91,14042.33,218111.24,79230.61,2024,0.0
94227.9,90544.82,3683.08,0.0,50000,36217.93,17853.99,11648.74,115720.65,0.0,2024,0.0
75466.5,74157.5,0.0,1309.01,50000,29663.0,61242.53,0.0,140905.53,0.0,2023,0.0
96883.45,96883.45,0.0,0.0,50000,38753.38,144002.76,14259.8,247015.95,0.0,2022,0.0
61595.95,46769.68,7494.94,7331.33,50000,18707.87,97127.85,2362.1,168197.82,0.0,2023,0.0
100206.39,100206.39,0.0,0.0,50000,40082.55,36341.43,20575.03,146999.01,0.0,2022,0.0
101770.03,101770.03,0.0,0.0,50000,40708.01,0.0,0.0,90708.01,11062.02,2023,0.0
41098.29,41098.29,0.0,0.0,50000,16439.32,89207.92,0.0,155647.24,0.0,2023,0.0
41922.77,34362.29,0.0,7560.48,50000,13744.92,0.0,17473.83,81218.75,0.0,2022,0.0
438264.78,53980.95,384283.83,0.0,50000,21592.38,97789.96,13718.09,183100.43,255164.35,2024,241.09
92425.92,84493.54,0.0,7932.38,50000,33797.41,0.0,22068.1,105865.52,0.0,2024,0.0
26770.15,24901.67,1868.48,0.0,50000,9960.67,49538.74,10843.21,120342.61,0.0,2023,0.0
12736.61,7317.76,5418.85,0.0,50000,2927.11,0.0,20113.55,73040.65,0.0,2022,0.0
51744.46,31628.47,20115.99,0.0,50000,12651.39,20260.55,8965.92,91877.86,0.0,2024,0.0
63449.27,61462.71,1986.56,0.0,50000,24585.09,0.0,13718.67,88303.75,0.0,2022,0.0
19979.2,19979.2,0.0,0.0,50000,7991.68,45368.31,0.0,103359.99,0.0,2023,0.0
20327.82,20327.82,0.0,0.0,50000,8131.13,38399.34,18418.04,114948.51,0.0,2022,0.0
30278.73,29185.26,0.0,1093.48,50000,11674.1,77639.82,22189.72,161503.64,0.0,2024,0.0
35203.98,35203.98,0.0,0.0,50000,14081.59,0.0,16176.75,80258.34,0.0,2023,0.0
46483.53,40726.07,5757.46,0.0,50000,16290.43,58257.76,0.0,124548.18,0.0,2023,0.0
64644.68,59106.11,5538.57,0.0,50000,23642.44,143321.97,0.0,216964.41,0.0,2024,0.0
133572.38,133572.38,0.0,0.0,50000,53428.95,0.0,13216.4,116645.35,16927.03,2022,0.0
102120.27,102120.27,0.0,0.0,50000,40848.11,109919.51,0.0,200767.61,0.0,2024,0.0
29398.36,26056.58,3341.78,0.0,50000,10422.63,142698.27,21544.24,224665.14,0.0,2024,0.0
110069.72,110069.72,0.0,0.0,50000,44027.89,48827.7,13613.7,156469.28,0.0,2023,0.0
74633.54,74633.54,0.0,0.0,50000,29853.42,0.0,9186.49,89039.91,0.0,2023,0.0
46515.73,46515.73,0.0,0.0,50000,18606.29,124730.44,0.0,193336.74,0.0,2022,0.0
23569.33,22373.59,0.0,1195.74,50000,8949.44,0.0,22161.61,81111.05,0.0,2023,0.0
83003.48,59486.78,0.0,23516.69,50000,23794.71,3725.16,16215.93,93735.81,0.0,2022,0.0
81684.49,81684.49,0.0,0.0,50000,32673.8,40943.23,4948.74,128565.77,0.0,2022,0.0
279452.59,279452.59,0.0,0.0,50000,100000.0,85893.59,0.0,235893.59,43559.0,2023,0.0
146003.73,146003.73,0.0,0.0,50000,58401.49,0.0,0.0,108401.49,37602.24,2024,0.0
21105.77,17050.81,4054.97,0.0,50000,6820.32,16894.91,11672.64,85387.87,0.0,2024,0.0
45059.18,43358.5,0.0,1700.68,50000,17343.4,90053.2,4966.52,162363.12,0.0,2024,0.0
83830.41,68714.56,15115.85,0.0,50000,27485.82,114951.86,15613.54,208051.23,0.0,2023,0.0
96667.43,71907.94,4740.35,20019.13,50000,28763.18,137814.68,21669.57,238247.43,0.0,2024,0.0
62464.37,62464.37,0.0,0.0,50000,24985.75,129007.48,22748.53,226741.76,0.0,2023,0.0
112680.68,112680.68,0.0,0.0,50000,45072.27,55737.22,0.0,150809.49,0.0,2023,0.0
111039.08,106252.37,2543.31,2243.41,50000,42500.95,91122.27,11860.58,195483.8,0.0,2024,0.0
90383.82,72093.84,18289.98,0.0,50000,28837.53,110730.65,0.0,189568.18,0.0,2022,0.0
147938.25,141025.93,6912.32,0.0,50000,56410.37,122304.3,0.0,228714.67,0.0,2024,0.0
124574.67,124574.67,0.0,0.0,50000,49829.87,0.0,0.0,99829.87,24744.8,2023,0.0
69265.89,69265.89,0.0,0.0,50000,27706.36,0.0,8425.82,86132.17,0.0,2022,0.0
75460.52,63309.26,12151.26,0.0,50000,25323.71,6969.22,11925.15,94218.08,0.0,2024,0.0
83708.31,83708.31,0.0,0.0,50000,33483.32,124299.27,0.0,207782.59,0.0,2024,0.0
152363.59,152363.59,0.0,0.0,50000,60945.44,92956.81,0.0,203902.24,0.0,2022,0.0
46274.71,46274.71,0.0,0.0,50000,18509.88,74569.62,24599.34,167678.84,0.0,2023,0.0
79578.36,79578.36,0.0,0.0,50000,31831.34,93446.38,0.0,175277.73,0.0,2023,0.0
98760.2,78345.3,20414.9,0.0,50000,31338.12,0.0,18755.8,100093.92,0.0,2024,0.0
13777.06,11532.52,2244.54,0.0,50000,4613.01,90693.72,0.0,145306.72,0.0,2022,0.0
208910.17,202431.65,6478.52,0.0,50000,80972.66,0.0,0.0,130972.66,77937.51,2022,0.0
34032.47,34032.47,0.0,0.0,50000,13612.99,0.0,0.0,63612.99,0.0,2024,0.0
22526.37,18568.05,3958.32,0.0,50000,7427.22,20343.14,2722.71,80493.08,0.0,2023,0.0
162857.51,162857.51,0.0,0.0,50000,65143.01,69828.0,0.0,184971.01,0.0,2023,0.0
148309.79,142889.24,5420.55,0.0,50000,57155.7,42918.14,11243.36,161317.2,0.0,2022,0.0
169840.63,165504.38,4336.25,0.0,50000,66201.75,136445.69,0.0,252647.44,0.0,2023,0.0
133178.4,131875.28,1303.13,0.0,50000,52750.11,0.0,0.0,102750.11,30428.29,2023,0.0
50030.98,46874.32,3156.66,0.0,50000,18749.73,147608.94,11024.38,227383.05,0.0,2024,0.0
50549.52,50549.52,0.0,0.0,50000,20219.81,94123.33,4981.31,169324.45,0.0,2023,0.0
84793.76,84793.76,0.0,0.0,50000,33917.5,89419.71,0.0,173337.21,0.0,2023,0.0
27486.11,27486.11,0.0,0.0,50000,10994.44,90030.33,15846.05,166870.82,0.0,2022,0.0
82664.36,79615.21,0.0,3049.14,50000,31846.09,53205.56,0.0,135051.65,0.0,2022,0.0
228964.13,228964.13,0.0,0.0,50000,91585.65,121061.87,19170.76,281818.28,0.0,2024,0.0
13332.4,9284.52,0.0,4047.88,50000,3713.81,89756.84,11633.48,155104.13,0.0,2023,0.0
155115.14,155115.14,0.0,0.0,50000,62046.06,122019.36,17959.46,252024.87,0.0,2024,0.0
53710.48,53710.48,0.0,0.0,50000,21484.19,89251.47,0.0,160735.66,0.0,2023,0.0
45197.97,38693.2,6504.77,0.0,50000,15477.28,99162.57,0.0,164639.85,0.0,2024,0.0
41064.93,24233.1,16831.83,0.0,50000,9693.24,99611.81,0.0,159305.05,0.0,2024,0.0
7203.41,7203.41,0.0,0.0,50000,2881.37,116229.04,0.0,169110.41,0.0,2022,0.0
27787.52,27787.52,0.0,0.0,50000,11115.01,43436.69,0.0,104551.69,0.0,2022,0.0
49782.7,49782.7,0.0,0.0,50000,19913.08,3285.16,15109.35,88307.59,0.0,2022,0.0
61782.89,61782.89,0.0,0.0,50000,24713.16,70570.69,14928.34,160212.18,0.0,2022,0.0
103202.7,103202.7,0.0,0.0,50000,41281.08,143687.41,24807.74,259776.24,0.0,2022,0.0
436836.94,436836.94,0.0,0.0,50000,100000.0,65452.7,0.0,215452.7,221384.24,2024,0.0
23189.65,21302.14,0.0,1887.51,50000,8520.86,89140.25,19064.4,166725.51,0.0,2024,0.0
160001.85,160001.85,0.0,0.0,50000,64000.74,97930.96,6079.19,218010.89,0.0,2022,0.0
37297.57,37297.57,0.0,0.0,50000,14919.03,58560.02,12766.05,136245.09,0.0,2024,0.0
68559.56,68559.56,0.0,0.0,50000,27423.82,107858.31,1222.21,186504.34,0.0,2022,0.0
130497.64,125736.51,4761.13,0.0,50000,50294.6,138087.56,5663.22,244045.38,0.0,2022,0.0
18500.1,18500.1,0.0,0.0,50000,7400.04,100967.69,1993.93,160361.66,0.0,2023,0.0
331271.58,331271.58,0.0,0.0,50000,100000.0,0.0,0.0,150000.0,181271.58,2023,0.0
22755.01,22755.01,0.0,0.0,50000,9102.0,147822.26,10714.82,217639.08,0.0,2024,0.0
200113.29,195308.33,4804.96,0.0,50000,78123.33,94354.55,989.59,223467.47,0.0,2024,0.0
79477.44,79477.44,0.0,0.0,50000,31790.98,0.0,6151.97,87942.94,0.0,2024,0.0
21184.11,21184.11,0.0,0.0,50000,8473.64,112217.94,7551.82,178243.41,0.0,2023,0.0
65490.45,65490.45,0.0,0.0,50000,26196.18,35307.75,17160.85,128664.78,0.0,2023,0.0
106661.31,106661.31,0.0,0.0,50000,42664.53,117435.22,0.0,210099.74,0.0,2024,0.0
102843.06,102843.06,0.0,0.0,50000,41137.22,0.0,0.0,91137.22,11705.84,2024,0.0
236114.13,236114.13,0.0,0.0,50000,94445.65,0.0,24001.46,168447.11,67667.02,2024,0.0
29969.59,29969.59,0.0,0.0,50000,11987.84,0.0,6980.19,68968.02,0.0,2022,0.0
150987.92,113166.69,0.0,37821.23,50000,45266.67,0.0,0.0,95266.67,55721.24,2023,0.0
73732.3,47403.22,26329.08,0.0,50000,18961.29,0.0,0.0,68961.29,4771.01,2023,0.0
48013.26,41528.71,6484.56,0.0,50000,16611.48,31517.65,23011.17,121140.3,0.0,2022,0.0
17032.93,10336.39,4069.29,2627.25,50000,4134.56,0.0,16086.61,70221.17,0.0,2024,0.0
118428.75,111875.64,4864.74,1688.38,50000,44750.25,66950.1,0.0,161700.36,0.0,2022,0.0
31161.76,28876.59,0.0,2285.18,50000,11550.63,122889.3,11841.62,196281.55,0.0,2023,0.0
17349.26,17349.26,0.0,0.0,50000,6939.71,0.0,846.11,57785.81,0.0,2024,0.0
94000.8,72089.3,21911.5,0.0,50000,28835.72,74740.09,0.0,153575.81,0.0,2022,0.0
55279.35,55279.35,0.0,0.0,50000,22111.74,0.0,0.0,72111.74,0.0,2023,0.0
73034.03,73034.03,0.0,0.0,50000,29213.61,30582.59,13978.46,123774.66,0.0,2022,0.0
11028.28,7971.67,0.0,3056.61,50000,3188.67,56355.12,7692.31,117236.09,0.0,2024,0.0
66376.8,40570.88,25805.92,0.0,50000,16228.35,55745.07,0.0,121973.42,0.0,2024,0.0
110379.5,110379.5,0.0,0.0,50000,44151.8,107482.36,0.0,201634.16,0.0,2022,0.0
28371.92,15167.89,11316.57,1887.46,50000,6067.16,0.0,0.0,56067.16,0.0,2022,0.0
714317.83,713085.36,1232.47,0.0,50000,100000.0,61384.14,13394.92,224779.06,489538.77,2022,11911.81
90518.22,12580.76,77937.46,0.0,50000,5032.3,139497.42,19705.39,214235.12,0.0,2023,0.0
11070.88,11070.88,0.0,0.0,50000,4428.35,61101.56,23058.08,138587.99,0.0,2023,0.0
27629.45,21654.65,5974.79,0.0,50000,8661.86,34493.61,9987.86,103143.33,0.0,2024,0.0
38508.99,11231.15,14150.08,13127.76,50000,4492.46,41787.78,0.0,96280.24,0.0,2022,0.0
491146.24,475584.37,15561.87,0.0,50000,100000.0,110986.31,0.0,260986.31,230159.93,2023,0.0
31873.63,17431.41,14442.23,0.0,50000,6972.56,122704.1,22450.49,202127.15,0.0,2024,0.0
41336.35,41336.35,0.0,0.0,50000,16534.54,134171.79,15893.48,216599.82,0.0,2023,0.0
88829.06,88829.06,0.0,0.0,50000,35531.62,50365.33,0.0,135896.96,0.0,2023,0.0
288388.25,258408.69,0.0,29979.56,50000,100000.0,7201.78,0.0,157201.78,131186.47,2022,0.0
41732.34,41732.34,0.0,0.0,50000,16692.94,0.0,13453.32,80146.25,0.0,2022,0.0
304219.61,304219.61,0.0,0.0,50000,100000.0,140997.49,0.0,290997.49,13222.12,2023,0.0
14984.24,14984.24,0.0,0.0,50000,5993.7,83975.52,22207.63,162176.85,0.0,2023,0.0
70954.0,70954.0,0.0,0.0,50000,28381.6,0.0,0.0,78381.6,0.0,2023,0.0
43642.44,25145.23,8051.42,10445.8,50000,10058.09,127038.51,19824.64,206921.24,0.0,2024,0.0
32942.02,32942.02,0.0,0.0,50000,13176.81,0.0,11463.96,74640.77,0.0,2024,0.0
291776.79,289446.38,2330.41,0.0,50000,100000.0,0.0,18056.95,168056.95,123719.84,2024,0.0
44130.36,30957.95,0.0,13172.4,50000,12383.18,12209.11,9423.15,84015.44,0.0,2024,0.0
43511.37,43511.37,0.0,0.0,50000,17404.55,0.0,0.0,67404.55,0.0,2022,0.0
48061.14,48061.14,0.0,0.0,50000,19224.45,88762.65,18968.02,176955.13,0.0,2022,0.0
76186.22,74194.07,0.0,1992.15,50000,29677.63,0.0,15465.54,95143.17,0.0,2022,0.0
35844.61,35844.61,0.0,0.0,50000,14337.84,116908.96,0.0,181246.8,0.0,2024,0.0
149533.27,149533.27,0.0,0.0,50000,59813.31,139566.56,7211.05,256590.92,0.0,2024,0.0
49371.03,42844.08,0.0,6526.96,50000,17137.63,0.0,11001.04,78138.67,0.0,2022,0.0
70929.88,50637.88,20292.0,0.0,50000,20255.15,0.0,19940.54,90195.69,0.0,2024,0.0
18495.63,18495.63,0.0,0.0,50000,7398.25,0.0,24406.75,81805.0,0.0,2022,0.0
80481.53,80481.53,0.0,0.0,50000,32192.61,36769.82,0.0,118962.44,0.0,2022,0.0
73405.7,64920.81,8484.9,0.0,50000,25968.32,67000.16,0.0,142968.48,0.0,2024,0.0
178163.64,123642.48,0.0,54521.16,50000,49456.99,0.0,0.0,99456.99,78706.65,2023,0.0
38754.69,38754.69,0.0,0.0,50000,15501.88,47674.64,8362.02,121538.53,0.0,2022,0.0
32767.28,25305.23,7462.05,0.0,50000,10122.09,0.0,0.0,60122.09,0.0,2022,0.0
96608.59,84746.0,11019.21,843.38,50000,33898.4,57647.65,0.0,141546.04,0.0,2023,0.0
209859.4,203045.43,2869.93,3944.04,50000,81218.17,41642.59,0.0,172860.76,36998.64,2023,0.0
50751.32,21865.71,28885.61,0.0,50000,8746.28,144026.32,0.0,202772.6,0.0,2024,0.0
51471.87,50750.03,0.0,721.84,50000,20300.01,0.0,16699.57,86999.58,0.0,2022,0.0
171318.46,156290.57,15027.89,0.0,50000,62516.23,0.0,0.0,112516.23,58802.23,2024,0.0
112262.51,112262.51,0.0,0.0,50000,44905.0,0.0,2969.19,97874.19,14388.32,2022,0.0
95059.94,89476.22,5583.71,0.0,50000,35790.49,117274.39,7620.33,210685.21,0.0,2023,0.0
56321.54,56321.54,0.0,0.0,50000,22528.62,0.0,19308.05,91836.67,0.0,2023,0.0
143417.79,117387.05,0.0,26030.73,50000,46954.82,23169.05,2575.35,122699.23,20718.56,2024,0.0
176754.86,176754.86,0.0,0.0,50000,70701.94,91700.45,0.0,212402.4,0.0,2022,0.0
26223.25,26223.25,0.0,0.0,50000,10489.3,108107.32,0.0,168596.62,0.0,2022,0.0
38282.9,38282.9,0.0,0.0,50000,15313.16,58571.77,10789.89,134674.81,0.0,2023,0.0
